customer_id,age,gender,region,acquisition_channel,subscription_type,contract_type,tenure_months,monthly_revenue,total_revenue,number_of_products_used,number_of_logins_last_30_days,average_session_duration,feature_usage_score,support_tickets_last_90_days,unresolved_tickets,late_payments,discount_used,payment_method,satisfaction_score,nps_score,last_interaction_days_ago,marketing_email_open_rate,campaign_click_rate,customer_success_calls,renewal_due_in_days,churn
CUST-013967,29,Female,Asia Pacific,Paid Search,Professional,Monthly,30,123.33,3699.9,5,35,43.8,57.59,4,1,0,True,Credit Card,6.1,25,39,0.444,0.154,1,41,0
CUST-013968,35,Male,North America,Referral,Professional,Monthly,25,182.91,4572.75,4,30,37.92,48.92,5,0,0,False,ACH,5.5,-19,51,0.417,0.026,0,341,0
CUST-013969,33,Female,North America,Paid Search,Professional,Monthly,62,85.99,5331.38,6,34,31.1,65.42,5,3,0,True,Invoice,6.3,-2,2,0.711,0.055,0,287,0
CUST-013970,18,Female,North America,Paid Search,Professional,Annual,28,107.67,3014.76,2,25,32.04,36.64,2,0,0,False,Credit Card,9.4,57,0,0.454,0.025,0,35,0
CUST-013971,29,Male,Europe,Organic Search,Business,Annual,12,472.29,5667.48,3,20,18.78,28.59,3,1,0,False,Invoice,7.1,51,20,0.582,0.134,3,197,0
CUST-013972,63,Male,North America,Partner,Basic,Monthly,23,23.23,534.29,4,6,10.16,24.63,6,2,1,False,Invoice,4.6,-13,38,0.344,0.035,2,295,0
CUST-013973,47,Male,Asia Pacific,Organic Search,Professional,Monthly,11,139.71,1536.81,2,9,19.89,32.87,3,0,0,False,Invoice,6.1,35,9,0.467,0.087,0,185,0
CUST-013974,37,Female,Latin America,Referral,Basic,Monthly,20,37.82,756.4,3,11,19.65,30.15,1,1,1,False,Credit Card,7.7,44,119,0.355,0.016,0,355,0
CUST-013975,47,Female,Middle East & Africa,Outbound Sales,Professional,Monthly,33,111.49,3679.17,2,17,20.18,27.92,0,0,0,True,Credit Card,9.9,88,10,0.472,0.009,0,279,0
CUST-013976,18,Female,Asia Pacific,Social,Professional,Monthly,9,111.31,1001.79,3,25,25.89,26.69,2,0,0,False,ACH,6.9,43,8,0.171,0.02,1,206,0
CUST-013977,46,Female,North America,Paid Search,Basic,Annual,59,67.72,3995.48,1,12,11.37,15.12,4,3,0,False,Credit Card,3.6,-25,7,0.289,0.108,0,281,1
CUST-013978,59,Female,Europe,Outbound Sales,Professional,Annual,42,126.94,5331.48,4,26,21.34,43.93,1,0,0,False,Credit Card,9.9,91,31,0.478,0.083,3,101,0
CUST-013979,40,Male,Latin America,Partner,Basic,Annual,22,61.13,1344.86,2,14,19.12,15.44,3,1,0,True,Credit Card,8.2,64,38,0.087,0.004,1,327,0
CUST-013980,19,Male,North America,Paid Search,Professional,Annual,37,124.15,4593.55,3,29,27.99,56.77,3,2,1,False,Invoice,8.7,76,1,0.596,0.116,0,109,0
CUST-013981,37,Female,North America,Organic Search,Professional,Monthly,27,95.2,2570.4,3,20,20.45,38.51,3,2,0,False,PayPal,4.5,-13,20,0.746,0.079,0,259,0
CUST-013982,59,Female,North America,Partner,Business,Monthly,44,266.58,11729.52,1,5,28.3,8.17,4,2,1,False,Credit Card,5.9,-8,1,0.201,0.042,1,275,0
CUST-013983,45,Male,Europe,Outbound Sales,Business,Annual,29,334.34,9695.86,3,18,30.16,15.53,2,2,0,True,Invoice,6.7,30,27,0.127,0.062,4,200,0
CUST-013984,24,Male,Middle East & Africa,Social,Professional,Annual,8,102.45,819.6,1,10,26.76,12.27,5,1,1,False,ACH,5.1,-12,100,0.496,0.109,0,3,0
CUST-013985,73,Male,Europe,Partner,Basic,Monthly,23,42.13,968.99,2,15,32.91,20.71,2,0,1,False,ACH,8.2,54,60,0.282,0.053,1,155,0
CUST-013986,26,Male,Europe,Referral,Basic,Annual,59,66.22,3906.98,5,23,31.03,36.65,1,0,0,True,Credit Card,7.2,25,15,0.244,0.009,1,111,0
CUST-013987,39,Male,Europe,Organic Search,Basic,Annual,40,60.48,2419.2,2,22,3.13,10.37,3,2,1,False,Credit Card,5.5,3,12,0.251,0.017,0,318,0
CUST-013988,29,Male,Asia Pacific,Referral,Professional,Two-Year,20,154.22,3084.4,2,25,34.94,27.55,4,0,2,False,Credit Card,6.9,16,22,0.327,0.036,0,331,0
CUST-013989,29,Female,North America,Organic Search,Basic,Two-Year,33,64.66,2133.78,3,16,44.79,33.59,4,3,2,False,Credit Card,7.2,16,11,0.694,0.129,1,287,0
CUST-013990,36,Non-binary,Europe,Paid Search,Basic,Monthly,15,41.47,622.05,4,17,37.3,29.53,3,1,0,False,Invoice,6.4,34,63,0.583,0.014,0,51,0
CUST-013991,50,Male,Latin America,Referral,Professional,Monthly,21,117.06,2458.26,2,15,20.86,18.52,3,2,1,False,Credit Card,5.6,4,16,0.065,0.01,2,353,0
CUST-013992,59,Female,Latin America,Paid Search,Business,Monthly,36,335.27,12069.72,5,31,26.64,42.53,4,0,1,True,Invoice,8.3,44,70,0.347,0.011,5,300,0
CUST-013993,37,Male,Europe,Organic Search,Professional,Annual,53,101.69,5389.57,2,10,31.02,23.58,3,1,0,False,Credit Card,7.9,41,81,0.517,0.052,0,118,0
CUST-013994,29,Female,North America,Social,Basic,Annual,13,57.84,751.92,1,21,5.59,26.9,5,0,1,True,ACH,8.1,29,19,0.593,0.039,0,46,0
CUST-013995,48,Male,Latin America,Paid Search,Professional,Monthly,27,126.69,3420.63,4,19,28.35,24.44,0,0,0,False,ACH,9.2,64,11,0.331,0.023,0,48,0
CUST-013996,49,Female,Latin America,Organic Search,Professional,Monthly,55,98.34,5408.7,2,14,9.28,32.5,0,0,0,True,Credit Card,10.0,63,9,0.182,0.094,0,62,0
CUST-013997,45,Male,North America,Paid Search,Enterprise,Monthly,26,815.77,21210.02,6,32,42.54,47.44,3,2,2,False,PayPal,7.3,12,45,0.914,0.081,4,50,0
CUST-013998,46,Female,North America,Referral,Basic,Monthly,9,54.64,491.76,1,0,38.97,27.07,6,1,3,True,Credit Card,6.9,20,56,0.466,0.057,0,204,0
CUST-013999,41,Male,North America,Paid Search,Business,Monthly,58,387.95,22501.1,6,38,32.47,66.08,0,0,1,False,Credit Card,8.5,71,12,0.612,0.135,2,201,0
CUST-014000,43,Male,Europe,Outbound Sales,Business,Monthly,40,283.53,11341.2,5,44,45.02,55.84,1,0,0,True,PayPal,8.6,47,22,0.524,0.116,2,260,0
CUST-014001,40,Female,North America,Organic Search,Business,Monthly,7,352.95,2470.65,3,31,31.43,26.2,5,3,0,False,ACH,5.5,19,9,0.437,0.311,1,159,0
CUST-014002,56,Female,North America,Partner,Business,Two-Year,41,520.77,21351.57,8,42,42.99,75.17,2,0,0,True,ACH,9.2,76,86,0.408,0.168,0,218,0
CUST-014003,71,Male,Asia Pacific,Organic Search,Professional,Monthly,20,120.18,2403.6,6,35,45.64,69.99,7,1,0,True,Credit Card,7.2,21,38,0.603,0.144,1,192,0
CUST-014004,44,Male,North America,Organic Search,Business,Monthly,39,224.27,8746.53,3,19,31.46,40.96,3,0,1,True,Credit Card,7.2,43,32,0.428,0.173,1,196,0
CUST-014005,42,Male,Middle East & Africa,Organic Search,Professional,Monthly,42,103.17,4333.14,2,17,24.13,43.71,3,0,0,True,ACH,9.7,72,132,0.139,0.013,1,216,0
CUST-014006,45,Female,Europe,Organic Search,Business,Monthly,16,210.16,3362.56,5,17,38.0,44.29,5,1,0,False,ACH,6.6,12,51,0.302,0.035,2,220,0
CUST-014007,33,Male,Europe,Referral,Business,Monthly,36,395.57,14240.52,4,19,19.94,29.05,2,2,1,True,ACH,6.5,47,90,0.842,0.267,0,190,0
CUST-014008,52,Male,Latin America,Outbound Sales,Basic,Monthly,22,65.25,1435.5,2,10,21.45,37.23,3,1,2,False,Credit Card,7.5,54,12,0.17,0.017,0,203,0
CUST-014009,48,Male,North America,Outbound Sales,Basic,Two-Year,8,64.67,517.36,4,26,28.25,47.92,2,0,2,True,ACH,7.0,25,34,0.515,0.025,0,279,0
CUST-014010,37,Female,North America,Referral,Enterprise,Annual,24,907.62,21782.88,4,21,25.46,47.12,6,2,0,False,ACH,6.0,-14,28,0.362,0.078,1,128,0
CUST-014011,54,Female,Europe,Paid Search,Professional,Monthly,40,137.73,5509.2,3,18,6.02,28.66,1,0,0,False,ACH,10.0,82,2,0.482,0.093,0,255,0
CUST-014012,42,Male,Europe,Paid Search,Business,Monthly,45,249.84,11242.8,5,28,27.06,58.43,4,0,2,False,Invoice,7.2,35,61,0.253,0.049,0,217,0
CUST-014013,29,Female,Europe,Paid Search,Business,Monthly,26,439.86,11436.36,8,37,44.77,72.92,1,0,0,True,Credit Card,10.0,87,99,0.741,0.262,1,342,0
CUST-014014,47,Female,Middle East & Africa,Partner,Basic,Monthly,14,36.96,517.44,2,22,18.68,31.25,8,0,2,False,Credit Card,4.7,-17,24,0.443,0.088,1,343,0
CUST-014015,45,Male,Middle East & Africa,Referral,Basic,Monthly,15,46.69,700.35,3,9,18.29,9.82,3,0,0,False,Credit Card,5.9,14,2,0.538,0.061,0,339,0
CUST-014016,54,Female,North America,Partner,Enterprise,Monthly,28,1102.71,30875.88,3,20,20.84,39.5,3,1,0,False,PayPal,6.7,26,27,0.162,0.007,0,24,0
CUST-014017,53,Male,North America,Referral,Professional,Annual,25,139.97,3499.25,3,27,21.05,43.03,5,3,1,False,ACH,5.8,-4,12,0.283,0.08,0,31,0
CUST-014018,41,Prefer not to say,Europe,Organic Search,Business,Annual,10,244.56,2445.6,5,31,54.49,53.09,3,2,0,False,Credit Card,8.3,52,64,0.18,0.02,1,184,0
CUST-014019,36,Non-binary,Middle East & Africa,Organic Search,Professional,Monthly,39,126.95,4951.05,1,28,12.48,41.07,5,2,2,False,Credit Card,6.1,32,27,0.551,0.031,2,148,0
CUST-014020,42,Male,North America,Social,Basic,Annual,23,45.08,1036.84,1,12,18.89,6.94,5,1,0,False,Credit Card,4.3,-17,66,0.062,0.003,0,221,1
CUST-014021,47,Male,North America,Paid Search,Basic,Monthly,27,47.38,1279.26,2,22,21.55,14.81,3,0,3,True,Credit Card,5.2,-25,8,0.307,0.042,1,283,0
CUST-014022,48,Male,North America,Social,Basic,Annual,10,40.9,409.0,2,1,20.52,22.92,4,3,0,False,ACH,6.2,26,128,0.399,0.038,0,297,0
CUST-014023,46,Non-binary,Middle East & Africa,Paid Search,Basic,Monthly,42,47.24,1984.08,3,20,40.0,44.55,2,1,2,False,PayPal,6.0,15,14,0.507,0.047,1,71,0
CUST-014024,41,Male,North America,Organic Search,Enterprise,Annual,54,1214.06,65559.24,5,25,49.66,42.8,5,1,0,True,Credit Card,5.2,-11,2,0.355,0.145,1,338,0
CUST-014025,55,Male,Europe,Partner,Business,Annual,40,437.61,17504.4,5,34,36.11,39.09,2,2,1,False,Credit Card,6.9,16,24,0.248,0.089,2,289,0
CUST-014026,33,Female,North America,Organic Search,Business,Annual,13,423.55,5506.15,5,30,37.24,54.49,5,0,1,True,Invoice,6.6,37,78,0.24,0.072,2,161,0
CUST-014027,74,Female,Europe,Outbound Sales,Basic,Two-Year,30,75.67,2270.1,3,15,25.85,30.64,5,2,0,False,Credit Card,4.8,3,34,0.424,0.093,0,164,0
CUST-014028,52,Female,Europe,Paid Search,Professional,Annual,10,151.88,1518.8,1,9,21.14,8.3,0,0,0,True,PayPal,9.0,70,102,0.555,0.072,0,232,0
CUST-014029,27,Male,Europe,Partner,Basic,Monthly,23,42.33,973.59,1,6,14.97,12.24,1,1,0,False,Credit Card,7.7,34,18,0.163,0.056,1,301,0
CUST-014030,44,Non-binary,North America,Paid Search,Basic,Annual,27,54.49,1471.23,2,22,20.31,32.83,3,1,0,True,ACH,8.6,44,22,0.214,0.037,0,311,0
CUST-014031,52,Prefer not to say,North America,Organic Search,Basic,Monthly,5,52.41,262.05,3,22,26.65,26.65,1,0,1,False,ACH,9.5,77,18,0.552,0.016,2,128,0
CUST-014032,37,Male,North America,Referral,Business,Annual,44,257.6,11334.4,2,2,25.74,26.09,5,1,0,False,ACH,6.5,-12,66,0.161,0.025,0,333,0
CUST-014033,23,Male,Asia Pacific,Organic Search,Professional,Monthly,27,64.77,1748.79,2,7,21.29,22.71,4,1,0,True,ACH,7.7,39,18,0.279,0.0,0,243,0
CUST-014034,28,Male,Asia Pacific,Referral,Professional,Annual,12,143.63,1723.56,4,20,43.53,52.15,1,0,0,True,Credit Card,9.0,74,3,0.169,0.052,1,215,0
CUST-014035,49,Female,North America,Paid Search,Business,Annual,27,511.84,13819.68,4,29,36.03,48.46,3,0,0,True,Invoice,7.7,58,17,0.414,0.155,0,34,0
CUST-014036,19,Male,North America,Outbound Sales,Professional,Annual,32,163.95,5246.4,4,11,30.16,18.76,5,1,0,False,Credit Card,5.7,-11,51,0.208,0.027,0,155,0
CUST-014037,23,Female,Europe,Partner,Basic,Annual,64,50.19,3212.16,1,18,45.85,16.81,4,1,0,False,Credit Card,5.3,4,30,0.141,0.013,0,318,0
CUST-014038,49,Male,North America,Outbound Sales,Enterprise,Monthly,39,1123.14,43802.46,7,28,56.24,32.78,2,0,0,False,Credit Card,8.6,56,51,0.488,0.07,1,169,0
CUST-014039,39,Male,Asia Pacific,Organic Search,Professional,Annual,39,128.72,5020.08,4,23,35.03,29.32,3,0,0,False,Invoice,9.3,85,25,0.346,0.05,1,33,0
CUST-014040,33,Female,North America,Referral,Basic,Monthly,20,37.13,742.6,3,20,31.55,28.34,3,0,1,True,Invoice,7.9,40,2,0.532,0.074,0,99,0
CUST-014041,36,Male,Asia Pacific,Partner,Business,Monthly,47,222.35,10450.45,1,15,23.97,6.27,3,1,1,False,Invoice,8.4,54,28,0.434,0.186,2,168,0
CUST-014042,23,Male,Europe,Organic Search,Professional,Monthly,37,112.04,4145.48,5,10,47.13,40.05,0,0,0,False,Credit Card,9.7,88,33,0.621,0.048,0,29,0
CUST-014043,48,Male,Latin America,Organic Search,Business,Monthly,38,256.94,9763.72,4,45,45.58,63.12,4,1,0,False,Credit Card,6.7,8,61,0.649,0.109,0,276,0
CUST-014044,32,Male,Asia Pacific,Referral,Business,Monthly,39,369.53,14411.67,5,35,32.22,55.98,3,0,0,False,Credit Card,9.1,50,37,0.258,0.042,1,297,0
CUST-014045,35,Female,North America,Paid Search,Basic,Monthly,3,29.75,89.25,2,16,5.01,6.25,5,4,2,False,ACH,3.6,-60,158,0.439,0.063,0,237,0
CUST-014046,47,Male,North America,Organic Search,Business,Monthly,27,355.97,9611.19,6,24,33.79,46.66,4,1,0,False,Invoice,6.4,43,158,0.175,0.033,0,128,0
CUST-014047,39,Female,Europe,Referral,Professional,Annual,8,114.43,915.44,5,26,32.57,41.7,1,0,0,False,Invoice,8.2,65,8,0.656,0.226,1,99,0
CUST-014048,33,Female,North America,Paid Search,Business,Monthly,10,323.11,3231.1,4,17,33.77,46.87,4,0,1,False,Credit Card,8.5,47,1,0.766,0.118,1,345,0
CUST-014049,18,Male,Europe,Paid Search,Professional,Annual,20,119.17,2383.4,3,18,30.44,27.73,2,1,3,True,ACH,9.3,63,11,0.293,0.03,0,10,0
CUST-014050,47,Male,Middle East & Africa,Organic Search,Basic,Annual,49,62.74,3074.26,2,25,26.11,39.77,2,0,1,False,Credit Card,9.7,62,9,0.657,0.187,0,154,0
CUST-014051,43,Male,North America,Paid Search,Basic,Monthly,12,42.5,510.0,2,11,36.1,24.48,1,1,0,False,Invoice,6.2,-4,22,0.287,0.019,2,102,0
CUST-014052,35,Female,Asia Pacific,Outbound Sales,Business,Monthly,35,362.52,12688.2,7,35,39.6,56.43,0,0,0,False,ACH,10.0,89,13,0.711,0.085,0,347,0
CUST-014053,29,Male,North America,Outbound Sales,Basic,Monthly,7,47.63,333.41,2,22,34.66,33.07,3,0,0,False,ACH,7.0,45,4,0.185,0.017,0,4,0
CUST-014054,42,Male,North America,Paid Search,Professional,Monthly,25,139.23,3480.75,5,32,36.4,42.05,3,1,0,False,Invoice,9.3,79,6,0.655,0.162,0,183,0
CUST-014055,48,Non-binary,North America,Paid Search,Business,Monthly,27,276.26,7459.02,5,27,43.37,53.32,0,0,1,True,ACH,8.3,58,4,0.292,0.03,4,147,0
CUST-014056,43,Female,North America,Outbound Sales,Enterprise,Annual,26,1377.25,35808.5,3,15,35.88,33.42,2,2,1,False,Credit Card,6.4,29,115,0.509,0.254,3,168,0
CUST-014057,63,Female,North America,Referral,Enterprise,Annual,33,982.33,32416.89,7,44,43.55,77.76,4,0,0,False,Credit Card,5.1,-20,46,0.49,0.116,2,25,0
CUST-014058,51,Male,Middle East & Africa,Organic Search,Business,Two-Year,21,425.67,8939.07,5,36,39.81,64.74,3,1,0,True,Invoice,9.5,100,57,0.303,0.133,1,225,0
CUST-014059,41,Male,Europe,Outbound Sales,Professional,Annual,48,133.62,6413.76,4,20,25.44,49.38,2,0,1,False,PayPal,7.1,-3,86,0.214,0.027,1,249,0
CUST-014060,52,Female,North America,Outbound Sales,Basic,Annual,10,60.57,605.7,2,19,13.04,16.3,1,0,1,True,Invoice,5.6,-34,20,0.356,0.203,2,255,0
CUST-014061,43,Male,North America,Paid Search,Basic,Monthly,17,59.62,1013.54,1,6,14.99,12.41,6,2,3,False,Credit Card,5.3,36,138,0.485,0.237,0,184,1
CUST-014062,43,Prefer not to say,Middle East & Africa,Outbound Sales,Basic,Monthly,9,44.52,400.68,2,11,11.59,28.87,2,0,0,True,Credit Card,5.8,12,10,0.258,0.062,0,176,0
CUST-014063,59,Female,North America,Referral,Basic,Two-Year,32,70.37,2251.84,1,25,15.26,25.35,0,0,0,False,Credit Card,9.7,62,16,0.244,0.019,1,78,0
CUST-014064,30,Male,North America,Outbound Sales,Professional,Two-Year,34,127.89,4348.26,3,16,34.89,21.69,6,1,0,True,Credit Card,5.6,3,43,0.18,0.079,0,315,0
CUST-014065,42,Prefer not to say,Asia Pacific,Paid Search,Professional,Annual,24,143.01,3432.24,3,18,21.47,27.51,4,3,0,False,Credit Card,3.4,-43,80,0.654,0.096,1,80,0
CUST-014066,57,Female,Europe,Paid Search,Enterprise,Monthly,22,1250.18,27503.96,5,29,39.69,48.84,3,0,0,False,ACH,8.0,29,22,0.13,0.007,2,264,0
CUST-014067,46,Female,North America,Partner,Professional,Monthly,43,117.26,5042.18,2,18,20.88,28.95,3,1,0,False,ACH,7.0,4,10,0.167,0.017,0,75,0
CUST-014068,37,Female,Asia Pacific,Paid Search,Enterprise,Two-Year,19,1320.72,25093.68,4,24,33.33,38.2,1,0,0,False,Credit Card,8.5,40,23,0.243,0.049,2,231,0
CUST-014069,20,Male,Europe,Partner,Business,Annual,61,442.0,26962.0,4,29,46.08,55.25,2,0,0,False,Credit Card,10.0,63,50,0.631,0.101,3,257,0
CUST-014070,18,Female,Europe,Partner,Business,Monthly,13,274.51,3568.63,6,13,58.64,42.82,5,0,0,False,ACH,5.7,3,21,0.242,0.096,0,264,0
CUST-014071,69,Female,North America,Organic Search,Basic,Monthly,24,65.81,1579.44,3,23,16.25,23.59,2,0,1,False,Credit Card,8.3,50,50,0.461,0.14,1,60,0
CUST-014072,46,Female,Latin America,Outbound Sales,Professional,Monthly,61,109.01,6649.61,3,22,31.11,47.39,5,0,0,True,Credit Card,7.2,17,28,0.597,0.141,0,357,0
CUST-014073,34,Male,Europe,Organic Search,Professional,Annual,32,145.15,4644.8,3,1,11.73,7.32,3,1,0,True,PayPal,8.2,55,139,0.037,0.017,1,15,0
CUST-014074,47,Male,North America,Outbound Sales,Business,Annual,12,255.76,3069.12,7,27,55.58,60.01,2,0,0,False,Credit Card,8.1,59,13,0.289,0.028,1,57,0
CUST-014075,30,Male,Europe,Partner,Professional,Monthly,52,143.12,7442.24,5,33,38.15,53.44,3,1,0,False,Credit Card,7.4,25,25,0.43,0.05,2,92,0
CUST-014076,38,Male,North America,Partner,Enterprise,Monthly,7,980.57,6863.99,6,32,43.42,55.44,1,0,0,False,Invoice,10.0,85,4,0.562,0.125,6,85,0
CUST-014077,30,Non-binary,Latin America,Outbound Sales,Basic,Monthly,20,43.75,875.0,2,17,1.0,16.48,5,0,0,False,Credit Card,4.9,-3,3,0.229,0.024,0,29,0
CUST-014078,24,Male,North America,Partner,Basic,Two-Year,32,51.1,1635.2,2,11,21.31,19.88,2,1,1,False,ACH,7.9,26,180,0.849,0.313,2,241,0
CUST-014079,18,Male,North America,Paid Search,Business,Annual,8,500.88,4007.04,5,28,52.61,50.15,1,1,0,False,PayPal,8.0,38,1,0.408,0.129,1,54,0
CUST-014080,21,Female,Asia Pacific,Organic Search,Enterprise,Two-Year,57,1351.1,77012.7,7,31,50.04,56.97,1,0,0,False,Invoice,8.9,62,2,0.36,0.042,3,171,0
CUST-014081,55,Female,North America,Referral,Basic,Monthly,25,62.09,1552.25,1,11,19.7,7.46,2,0,2,True,ACH,6.1,9,12,0.54,0.012,1,202,0
CUST-014082,29,Female,North America,Outbound Sales,Basic,Monthly,62,47.99,2975.38,5,16,48.39,50.28,3,1,1,True,Invoice,7.5,43,13,0.646,0.182,0,17,0
CUST-014083,49,Male,Asia Pacific,Partner,Professional,Annual,19,143.97,2735.43,2,10,27.79,26.8,5,3,0,False,Invoice,5.4,-2,5,0.496,0.097,0,300,0
CUST-014084,54,Non-binary,Asia Pacific,Paid Search,Business,Monthly,13,330.15,4291.95,4,28,20.17,38.0,2,0,0,True,Credit Card,8.3,53,67,0.7,0.063,0,251,0
CUST-014085,42,Female,North America,Social,Professional,Annual,39,120.66,4705.74,3,26,19.99,32.42,3,0,0,False,ACH,7.1,48,29,0.297,0.047,0,70,0
CUST-014086,38,Female,Europe,Referral,Basic,Annual,18,48.62,875.16,1,10,40.48,18.65,5,2,0,False,ACH,5.0,8,7,0.536,0.035,0,8,0
CUST-014087,44,Male,Europe,Partner,Professional,Annual,28,138.11,3867.08,3,11,34.25,22.11,3,0,0,True,Invoice,8.9,22,96,0.378,0.141,0,315,0
CUST-014088,37,Prefer not to say,Latin America,Outbound Sales,Basic,Annual,18,71.03,1278.54,4,29,30.43,61.2,2,0,1,True,ACH,8.0,62,7,0.818,0.06,2,47,0
CUST-014089,58,Male,Asia Pacific,Paid Search,Basic,Monthly,59,23.02,1358.18,2,15,16.86,23.18,5,4,1,False,Credit Card,3.9,-37,78,0.511,0.064,1,59,1
CUST-014090,66,Female,Europe,Referral,Professional,Monthly,30,146.86,4405.8,3,28,31.92,40.05,7,2,1,False,Credit Card,5.4,26,23,0.684,0.02,1,221,0
CUST-014091,61,Male,Asia Pacific,Paid Search,Basic,Monthly,23,35.72,821.56,2,16,21.24,20.47,2,2,1,False,Credit Card,9.2,64,21,0.15,0.047,0,198,0
CUST-014092,18,Female,North America,Paid Search,Business,Annual,46,360.06,16562.76,4,17,51.09,41.65,5,2,0,False,Credit Card,7.7,43,17,0.647,0.129,2,7,0
CUST-014093,36,Male,Europe,Organic Search,Business,Annual,24,331.09,7946.16,4,26,32.38,34.02,1,0,1,False,Credit Card,9.5,81,29,0.31,0.072,0,83,0
CUST-014094,42,Male,Asia Pacific,Outbound Sales,Enterprise,Annual,19,1222.49,23227.31,8,32,67.4,76.49,1,0,0,True,Invoice,10.0,86,40,0.423,0.044,6,85,0
CUST-014095,48,Male,Europe,Outbound Sales,Business,Annual,32,465.99,14911.68,5,22,37.47,53.14,4,3,0,True,Credit Card,5.7,1,18,0.475,0.077,0,84,0
CUST-014096,20,Female,Europe,Organic Search,Basic,Annual,14,60.37,845.18,2,15,19.84,15.79,6,1,1,False,Invoice,5.7,3,5,0.418,0.036,1,213,0
CUST-014097,19,Non-binary,North America,Organic Search,Basic,Annual,18,45.1,811.8,1,3,5.83,14.82,1,1,0,False,Credit Card,9.5,61,33,0.241,0.003,1,216,0
CUST-014098,59,Female,Europe,Organic Search,Professional,Monthly,15,121.25,1818.75,1,15,34.38,22.93,7,2,0,False,Invoice,4.7,-8,24,0.078,0.013,0,178,0
CUST-014099,35,Female,Europe,Paid Search,Business,Annual,25,425.13,10628.25,4,18,32.61,18.87,2,1,0,False,Invoice,9.5,100,70,0.208,0.006,1,238,0
CUST-014100,23,Male,Asia Pacific,Referral,Basic,Annual,19,56.7,1077.3,1,0,27.42,9.12,3,1,1,False,ACH,8.3,98,31,0.079,0.013,2,103,0
CUST-014101,28,Female,North America,Referral,Enterprise,Annual,43,1241.91,53402.13,5,19,43.83,37.42,5,2,0,False,Invoice,6.9,6,128,0.678,0.109,3,117,0
CUST-014102,47,Male,Latin America,Organic Search,Business,Annual,51,441.35,22508.85,1,41,18.26,46.86,2,0,0,False,ACH,9.3,42,86,0.669,0.361,0,127,0
CUST-014103,31,Female,North America,Partner,Business,Monthly,32,275.91,8829.12,8,34,67.79,79.44,1,1,0,True,Credit Card,8.4,72,2,0.333,0.051,5,234,0
CUST-014104,45,Female,Asia Pacific,Partner,Business,Monthly,7,311.9,2183.3,3,26,27.05,26.92,3,0,1,False,Credit Card,6.4,-1,4,0.468,0.117,0,133,0
CUST-014105,29,Female,Europe,Paid Search,Enterprise,Annual,22,1169.03,25718.66,6,13,24.5,36.26,5,0,0,True,Credit Card,8.1,61,6,0.425,0.004,6,63,0
CUST-014106,19,Male,Europe,Referral,Business,Monthly,18,365.6,6580.8,7,31,39.33,71.16,3,2,0,True,PayPal,6.5,12,6,0.451,0.06,0,228,0
CUST-014107,61,Female,Latin America,Partner,Professional,Monthly,91,119.06,10834.46,7,25,71.38,55.29,6,1,1,False,Credit Card,5.7,18,107,0.194,0.053,1,307,0
CUST-014108,47,Prefer not to say,Europe,Referral,Business,Two-Year,45,315.47,14196.15,5,19,35.28,34.72,2,0,0,False,ACH,8.0,55,10,0.435,0.055,2,334,0
CUST-014109,38,Male,North America,Referral,Enterprise,Two-Year,7,1254.09,8778.63,4,17,40.25,48.63,2,0,0,True,Credit Card,7.2,61,89,0.505,0.124,2,21,0
CUST-014110,35,Male,Europe,Outbound Sales,Enterprise,Monthly,37,884.56,32728.72,5,38,45.0,58.88,4,0,0,False,ACH,7.3,44,35,0.178,0.049,2,97,0
CUST-014111,61,Male,Europe,Referral,Enterprise,Monthly,18,800.24,14404.32,4,30,20.78,38.76,5,1,0,False,ACH,6.1,20,24,0.5,0.083,1,98,0
CUST-014112,50,Male,Asia Pacific,Outbound Sales,Business,Annual,42,300.69,12628.98,3,14,27.16,30.68,3,1,0,True,PayPal,7.6,44,104,0.388,0.075,1,271,0
CUST-014113,57,Female,North America,Partner,Professional,Annual,36,108.37,3901.32,4,26,41.15,43.43,4,0,0,False,ACH,6.4,34,46,0.301,0.102,0,221,0
CUST-014114,34,Male,North America,Organic Search,Professional,Monthly,27,103.88,2804.76,2,17,33.7,32.67,2,0,1,True,Credit Card,7.0,36,28,0.189,0.024,1,242,0
CUST-014115,43,Female,North America,Organic Search,Basic,Annual,20,46.87,937.4,2,9,14.68,14.16,3,1,0,False,Credit Card,6.4,5,23,0.376,0.204,0,114,0
CUST-014116,47,Female,Europe,Partner,Professional,Monthly,23,107.94,2482.62,1,0,19.58,6.62,1,0,1,True,ACH,8.3,18,29,0.434,0.089,0,195,0
CUST-014117,35,Male,Europe,Outbound Sales,Basic,Monthly,20,42.03,840.6,6,38,31.29,61.7,2,2,1,True,Invoice,8.5,54,41,0.417,0.088,0,97,0
CUST-014118,41,Female,Asia Pacific,Partner,Basic,Monthly,31,33.56,1040.36,3,27,17.78,28.3,4,3,1,False,Invoice,6.0,4,0,0.552,0.017,1,289,0
CUST-014119,34,Male,North America,Organic Search,Basic,Two-Year,39,38.61,1505.79,4,24,16.47,42.24,0,0,1,False,PayPal,8.3,79,53,0.3,0.103,2,21,0
CUST-014120,47,Prefer not to say,Europe,Organic Search,Professional,Monthly,9,148.09,1332.81,2,11,35.1,32.91,3,2,0,False,Credit Card,7.4,5,15,0.183,0.026,1,210,0
