age,gender,region,acquisition_channel,subscription_type,contract_type,tenure_months,monthly_revenue,total_revenue,number_of_products_used,number_of_logins_last_30_days,average_session_duration,feature_usage_score,support_tickets_last_90_days,unresolved_tickets,late_payments,discount_used,payment_method,satisfaction_score,nps_score,last_interaction_days_ago,marketing_email_open_rate,campaign_click_rate,customer_success_calls,renewal_due_in_days,engagement_score,support_pressure_score,payment_risk_score,revenue_per_product,customer_age_group,tenure_group,renewal_risk_flag,high_value_customer_flag,churn
60,Male,Europe,Paid Search,Enterprise,Annual,18,1181.59,21268.62,3,27,27.55,28.55,3,0,0,False,Credit Card,6.0,-2,2,0.313,0.064,2,87,28.5,40.0,0,393.86,60+,Developing,False,True,0
34,Male,Asia Pacific,Partner,Business,Annual,18,288.51,5193.18,2,15,18.52,16.28,2,0,0,False,Credit Card,7.2,29,41,0.566,0.069,2,326,20.72,27.2,0,144.26,30-44,Developing,False,False,0
47,Female,Middle East & Africa,Paid Search,Business,Annual,42,309.74,13009.08,2,21,33.67,43.42,1,0,0,False,ACH,9.3,65,57,0.518,0.006,3,108,32.77,10.8,0,154.87,45-59,Long-Term,False,False,0
36,Female,Europe,Partner,Professional,Monthly,50,139.14,6957.0,6,32,42.12,58.12,1,1,0,True,Invoice,7.8,37,38,0.406,0.056,1,232,42.71,34.8,8,23.19,30-44,Long-Term,False,False,0
42,Male,North America,Paid Search,Professional,Monthly,31,81.89,2538.59,6,32,38.98,58.81,0,0,1,False,ACH,10.0,92,132,0.482,0.037,1,142,42.99,0.0,18,13.65,30-44,Established,False,False,0
42,Male,North America,Outbound Sales,Basic,Annual,22,60.56,1332.32,2,17,10.09,30.54,4,2,1,True,Credit Card,7.5,54,9,0.596,0.028,0,25,24.43,78.0,26,30.28,30-44,Established,True,False,0
51,Male,Asia Pacific,Organic Search,Business,Monthly,39,327.74,12781.86,4,22,39.15,39.95,1,1,0,False,Credit Card,8.6,57,3,0.666,0.068,4,89,35.13,31.6,0,81.94,45-59,Long-Term,False,True,0
48,Non-binary,Asia Pacific,Referral,Business,Monthly,46,299.2,13763.2,5,34,47.1,49.29,3,2,0,False,ACH,5.8,10,37,0.667,0.05,1,342,44.27,76.8,0,59.84,45-59,Long-Term,False,False,0
38,Male,North America,Social,Enterprise,Annual,12,771.35,9256.2,5,30,34.5,44.85,5,2,0,False,Credit Card,7.1,65,23,0.375,0.186,4,251,37.64,87.6,0,154.27,30-44,Developing,False,True,0
46,Male,North America,Organic Search,Business,Annual,57,294.79,16803.03,4,32,33.56,54.49,3,2,0,False,Credit Card,6.8,12,35,0.186,0.07,2,91,38.21,72.8,0,73.7,45-59,Long-Term,False,False,0
42,Male,Europe,Paid Search,Business,Monthly,45,249.84,11242.8,5,28,27.06,58.43,4,0,2,False,Invoice,7.2,35,61,0.253,0.049,0,217,37.07,43.2,36,49.97,30-44,Long-Term,False,False,0
56,Male,North America,Organic Search,Enterprise,Annual,48,1068.84,51304.32,5,35,44.57,54.54,3,0,1,False,ACH,7.4,48,8,0.755,0.15,0,299,47.76,34.4,18,213.77,45-59,Long-Term,False,True,0
36,Female,Latin America,Outbound Sales,Basic,Monthly,29,55.59,1612.11,2,20,26.59,30.59,3,0,0,False,Credit Card,6.8,50,29,0.525,0.053,0,76,27.91,36.8,0,27.8,30-44,Established,False,False,0
50,Female,Europe,Paid Search,Business,Monthly,43,189.71,8157.53,3,9,23.0,8.72,3,2,0,False,Credit Card,5.3,5,12,0.419,0.036,3,283,14.74,78.8,0,63.24,45-59,Long-Term,False,False,1
65,Female,North America,Referral,Basic,Annual,39,63.65,2482.35,1,12,24.22,19.04,4,0,0,True,Credit Card,7.5,34,49,0.198,0.039,1,88,17.16,42.0,8,63.65,60+,Long-Term,False,False,0
42,Male,Europe,Referral,Professional,Monthly,12,99.11,1189.32,4,28,32.51,43.21,1,0,0,False,Credit Card,9.8,75,11,0.6,0.137,1,253,37.72,8.8,0,24.78,30-44,Developing,False,False,0
39,Male,North America,Partner,Basic,Monthly,39,58.23,2270.97,1,18,21.14,34.75,1,0,0,False,ACH,7.7,31,22,0.532,0.029,1,192,27.25,17.2,0,58.23,30-44,Long-Term,False,False,0
27,Non-binary,Asia Pacific,Outbound Sales,Enterprise,Monthly,23,1248.64,28718.72,6,42,47.79,65.02,4,2,0,False,ACH,5.7,6,16,0.54,0.262,3,225,53.45,85.2,0,208.11,18-29,Established,False,True,0
55,Male,North America,Paid Search,Business,Annual,18,308.43,5551.74,2,20,19.99,39.17,3,1,1,True,Credit Card,9.7,56,63,0.112,0.01,2,103,24.88,43.2,26,154.22,45-59,Developing,False,False,0
50,Non-binary,North America,Outbound Sales,Business,Monthly,53,291.24,15435.72,2,11,10.04,15.9,2,0,0,False,Credit Card,6.9,41,178,0.333,0.077,0,284,15.27,28.4,0,145.62,45-59,Long-Term,False,False,0
58,Male,Asia Pacific,Referral,Business,Two-Year,42,342.29,14376.18,3,29,14.87,24.14,4,1,0,False,Invoice,5.6,-16,57,0.101,0.016,3,308,23.45,67.6,0,114.1,45-59,Long-Term,False,True,0
48,Female,North America,Organic Search,Basic,Monthly,43,33.35,1434.05,1,9,9.57,5.02,5,3,2,False,Credit Card,3.3,-19,51,0.456,0.025,0,113,11.76,100.0,36,33.35,45-59,Long-Term,False,False,1
53,Male,Asia Pacific,Social,Business,Two-Year,17,474.99,8074.83,5,22,44.94,45.26,2,1,0,False,Credit Card,10.0,81,29,0.096,0.01,0,30,31.36,34.0,0,95.0,45-59,Developing,True,True,0
32,Male,Asia Pacific,Partner,Basic,Annual,88,63.81,5615.28,3,18,25.01,32.34,4,1,0,True,ACH,6.4,49,10,0.654,0.027,0,338,28.34,64.4,8,21.27,30-44,Long-Term,False,False,0
20,Male,Asia Pacific,Referral,Basic,Annual,11,47.55,523.05,1,12,3.32,14.94,4,2,1,True,PayPal,5.9,27,5,0.368,0.12,1,275,15.14,84.4,26,47.55,18-29,Developing,False,False,0
39,Female,North America,Partner,Professional,Monthly,29,70.61,2047.69,3,20,24.84,43.06,2,2,2,False,ACH,8.1,23,79,0.234,0.071,0,318,28.64,59.6,36,23.54,30-44,Established,False,False,0
28,Non-binary,North America,Referral,Professional,Annual,31,86.8,2690.8,2,11,31.99,19.98,1,1,1,False,Credit Card,7.6,32,20,0.156,0.037,0,8,17.79,35.6,18,43.4,18-29,Established,True,False,0
63,Female,Asia Pacific,Outbound Sales,Professional,Annual,40,144.87,5794.8,4,29,36.0,47.67,4,0,0,False,Invoice,8.2,53,93,0.417,0.03,0,309,37.14,39.2,0,36.22,60+,Long-Term,False,False,0
30,Female,North America,Social,Professional,Monthly,33,99.27,3275.91,2,24,20.56,40.19,3,0,1,False,Credit Card,6.5,23,44,0.228,0.038,2,242,28.46,38.0,18,49.64,30-44,Established,False,False,0
38,Prefer not to say,Asia Pacific,Paid Search,Professional,Annual,17,173.19,2944.23,3,11,12.26,18.62,5,2,0,False,ACH,6.3,34,37,0.218,0.029,1,174,14.8,90.8,0,57.73,30-44,Developing,False,False,0
45,Male,North America,Outbound Sales,Professional,Monthly,8,146.44,1171.52,2,4,27.35,20.31,1,0,0,False,Credit Card,10.0,68,1,0.274,0.033,1,163,15.23,8.0,0,73.22,45-59,Developing,False,False,0
43,Prefer not to say,Europe,Paid Search,Professional,Monthly,41,107.89,4423.49,2,26,9.64,40.89,3,2,0,False,Invoice,6.5,24,8,0.372,0.066,1,123,29.54,74.0,0,53.94,30-44,Long-Term,False,False,0
78,Female,North America,Paid Search,Professional,Annual,90,159.96,14396.4,3,27,19.83,33.2,1,0,0,False,ACH,6.0,16,52,0.312,0.014,0,98,28.16,24.0,0,53.32,60+,Long-Term,False,False,0
53,Female,North America,Organic Search,Basic,Annual,12,47.21,566.52,2,14,26.48,24.85,4,0,0,True,Credit Card,7.9,45,113,0.318,0.065,1,89,21.59,40.4,8,23.6,45-59,Developing,False,False,0
42,Female,Europe,Referral,Business,Annual,21,259.27,5444.67,5,23,48.74,43.78,1,1,0,True,Invoice,6.1,11,30,0.434,0.052,4,310,35.75,41.6,8,51.85,30-44,Established,False,False,0
46,Female,Europe,Partner,Business,Annual,46,383.18,17626.28,5,23,46.74,40.3,4,0,1,False,ACH,5.2,1,20,0.819,0.065,1,336,38.37,51.2,18,76.64,45-59,Long-Term,False,True,0
18,Female,North America,Partner,Basic,Monthly,33,35.64,1176.12,2,11,22.86,27.38,2,1,1,False,Credit Card,8.3,70,22,0.292,0.019,0,192,19.75,40.8,18,17.82,18-29,Established,False,False,0
39,Female,North America,Partner,Business,Monthly,40,371.75,14870.0,7,38,29.33,83.44,3,2,0,False,ACH,6.6,-18,9,0.641,0.16,0,11,54.3,73.6,0,53.11,30-44,Long-Term,True,True,1
40,Male,North America,Paid Search,Business,Annual,28,456.81,12790.68,4,26,30.13,48.79,3,1,0,False,Credit Card,7.2,32,22,0.37,0.053,0,198,35.0,53.2,0,114.2,30-44,Established,False,True,0
59,Male,Middle East & Africa,Referral,Basic,Annual,21,60.58,1272.18,2,14,38.12,19.28,1,1,1,False,Credit Card,6.9,45,112,0.457,0.069,0,166,23.19,38.4,18,30.29,45-59,Established,False,False,0
18,Male,Middle East & Africa,Referral,Basic,Two-Year,9,38.75,348.75,2,24,30.15,26.69,2,0,0,True,Credit Card,7.5,35,40,0.322,0.055,1,80,27.04,26.0,8,19.38,18-29,Developing,False,False,0
25,Male,Europe,Partner,Enterprise,Annual,43,1065.49,45816.07,2,15,23.66,23.35,2,0,0,False,Invoice,7.5,28,4,0.25,0.063,1,303,20.43,26.0,0,532.74,18-29,Long-Term,False,True,0
46,Non-binary,North America,Referral,Basic,Two-Year,6,67.22,403.32,2,10,1.0,26.02,3,2,1,True,Invoice,8.6,31,104,0.373,0.029,0,126,16.36,65.6,26,33.61,45-59,New,False,False,0
35,Male,North America,Referral,Enterprise,Monthly,24,1035.73,24857.52,5,22,28.41,36.45,2,1,0,False,ACH,6.5,18,31,0.595,0.425,0,347,35.25,48.0,0,207.15,30-44,Established,False,True,0
35,Male,Asia Pacific,Organic Search,Professional,Monthly,63,135.77,8553.51,8,36,44.81,76.89,2,1,0,True,Credit Card,8.8,44,2,0.517,0.117,2,332,52.23,38.8,8,16.97,30-44,Long-Term,False,False,0
43,Female,Europe,Partner,Basic,Monthly,20,49.67,993.4,1,0,19.78,25.29,1,0,1,True,Credit Card,7.7,27,33,0.214,0.05,0,32,13.35,17.2,26,49.67,30-44,Established,True,False,0
61,Female,North America,Organic Search,Professional,Annual,22,110.43,2429.46,4,28,19.61,21.99,4,1,0,False,Invoice,7.0,21,2,0.158,0.019,3,323,23.71,62.0,0,27.61,60+,Established,False,False,0
38,Female,Middle East & Africa,Partner,Professional,Monthly,49,88.61,4341.89,3,31,14.22,54.47,1,0,0,False,ACH,5.7,8,1,0.61,0.03,0,313,38.55,25.2,0,29.54,30-44,Long-Term,False,False,0
39,Male,North America,Outbound Sales,Business,Annual,45,263.15,11841.75,4,30,21.63,41.95,3,0,0,False,Credit Card,8.2,44,1,0.402,0.022,4,322,33.37,31.2,0,65.79,30-44,Long-Term,False,False,0
52,Female,Europe,Partner,Professional,Annual,16,110.18,1762.88,1,17,25.8,19.96,2,1,0,True,Invoice,4.9,32,92,0.345,0.041,0,10,21.36,54.4,8,110.18,45-59,Developing,True,False,0
59,Prefer not to say,Europe,Organic Search,Business,Monthly,21,210.25,4415.25,5,18,34.24,59.48,3,2,2,False,PayPal,8.5,33,2,0.412,0.01,0,358,35.35,66.0,36,42.05,45-59,Established,False,False,0
26,Male,North America,Paid Search,Business,Monthly,3,281.95,845.85,3,16,28.84,20.24,4,1,0,False,Credit Card,7.0,33,23,0.263,0.009,2,194,20.35,62.0,0,93.98,18-29,New,False,False,1
35,Female,Europe,Referral,Business,Annual,30,283.42,8502.6,4,16,21.03,35.59,2,0,0,True,ACH,8.6,80,97,0.577,0.064,1,228,27.41,21.6,8,70.86,30-44,Established,False,False,0
49,Female,Europe,Paid Search,Professional,Annual,29,101.03,2929.87,3,11,28.92,31.13,1,0,0,False,Invoice,9.1,72,16,0.254,0.054,0,92,21.8,11.6,0,33.68,45-59,Established,False,False,0
51,Male,North America,Paid Search,Professional,Annual,16,137.18,2194.88,3,16,17.73,26.91,5,1,1,False,Credit Card,6.5,46,55,0.073,0.002,1,195,18.62,72.0,18,45.73,45-59,Developing,False,False,1
21,Female,Latin America,Organic Search,Professional,Annual,28,156.28,4375.84,2,19,19.13,16.57,3,1,0,False,Invoice,5.6,-25,10,0.347,0.052,0,222,20.29,59.6,0,78.14,18-29,Established,False,False,0
33,Female,Europe,Organic Search,Business,Annual,30,242.16,7264.8,1,19,29.59,22.91,6,1,0,False,Credit Card,8.7,66,80,0.428,0.06,1,124,24.74,71.2,0,242.16,30-44,Established,False,False,0
47,Male,Latin America,Outbound Sales,Business,Annual,22,309.18,6801.96,3,19,19.95,8.02,3,0,0,False,Credit Card,7.0,28,13,0.28,0.029,3,118,16.96,36.0,0,103.06,45-59,Established,False,False,0
67,Male,Europe,Social,Business,Annual,46,309.33,14229.18,5,25,48.19,45.75,2,1,0,False,ACH,8.6,63,12,0.608,0.255,1,288,40.9,39.6,0,61.87,60+,Long-Term,False,False,0
50,Female,Latin America,Social,Basic,Monthly,16,49.29,788.64,3,25,43.71,40.94,2,0,2,True,Credit Card,8.3,49,23,0.331,0.03,0,48,33.73,22.8,44,16.43,45-59,Developing,False,False,0
46,Non-binary,North America,Paid Search,Basic,Annual,5,44.0,220.0,2,19,12.03,29.08,5,3,0,False,Credit Card,4.7,10,3,0.414,0.067,1,63,23.75,100.0,0,22.0,45-59,New,False,False,0
76,Male,North America,Partner,Business,Two-Year,33,451.15,14887.95,4,12,29.83,22.23,4,1,0,False,ACH,8.7,65,119,0.339,0.178,3,320,21.8,55.2,0,112.79,60+,Established,False,True,0
65,Male,North America,Outbound Sales,Business,Annual,4,357.14,1428.56,5,23,39.69,57.52,1,1,0,True,Credit Card,7.4,48,33,0.663,0.118,2,258,41.4,36.4,8,71.43,60+,New,False,True,0
50,Male,North America,Organic Search,Professional,Monthly,35,47.11,1648.85,3,19,25.98,28.07,5,0,3,False,Credit Card,5.7,-9,1,0.505,0.091,0,101,26.8,57.2,54,15.7,45-59,Established,False,False,0
37,Male,Latin America,Outbound Sales,Basic,Two-Year,19,71.71,1362.49,4,26,44.45,43.63,4,1,0,False,Credit Card,6.8,42,13,0.356,0.123,0,135,36.27,62.8,0,17.93,30-44,Established,False,False,0
45,Non-binary,North America,Outbound Sales,Business,Annual,34,528.78,17978.52,8,48,42.33,80.24,0,0,0,False,Credit Card,9.9,99,34,0.509,0.033,2,78,57.18,0.4,0,66.1,45-59,Established,False,True,0
35,Female,Asia Pacific,Social,Professional,Annual,38,137.28,5216.64,4,27,31.96,42.91,4,3,0,False,Invoice,5.7,0,3,0.443,0.002,0,297,34.18,100.0,0,34.32,30-44,Long-Term,False,False,0
51,Male,Europe,Organic Search,Enterprise,Monthly,61,977.23,59611.03,6,41,36.86,70.71,1,0,0,False,Credit Card,7.5,44,25,0.355,0.154,5,8,50.06,18.0,0,162.87,45-59,Long-Term,True,True,0
31,Male,Latin America,Social,Business,Annual,20,466.02,9320.4,4,23,29.43,40.05,2,0,0,False,Invoice,9.8,62,64,0.184,0.007,0,89,28.63,16.8,0,116.5,30-44,Established,False,True,0
30,Female,North America,Paid Search,Professional,Monthly,25,89.43,2235.75,1,7,8.5,9.55,3,1,1,True,Invoice,6.2,7,143,0.5,0.122,0,202,13.49,57.2,26,89.43,30-44,Established,False,False,0
35,Female,North America,Paid Search,Basic,Monthly,14,48.52,679.28,3,15,23.19,33.12,2,1,0,True,Invoice,7.7,35,15,0.325,0.058,0,81,23.99,43.2,8,16.17,30-44,Developing,False,False,0
45,Female,Latin America,Organic Search,Basic,Annual,60,44.12,2647.2,3,23,31.71,36.47,0,0,0,True,PayPal,9.2,64,24,0.19,0.049,0,5,28.4,3.2,8,14.71,45-59,Long-Term,True,False,0
35,Male,Asia Pacific,Social,Basic,Monthly,17,41.76,709.92,2,15,18.75,23.91,6,1,0,True,Invoice,7.7,40,1,0.684,0.088,1,330,24.42,75.2,8,20.88,30-44,Developing,False,False,0
40,Female,Asia Pacific,Partner,Professional,Annual,32,125.69,4022.08,4,19,45.87,24.73,2,1,0,True,Invoice,8.6,62,27,0.328,0.071,0,110,26.96,39.6,8,31.42,30-44,Established,False,False,0
47,Female,Asia Pacific,Organic Search,Enterprise,Monthly,33,1178.49,38890.17,7,17,39.28,49.85,1,0,0,False,Credit Card,9.1,69,30,0.392,0.094,5,342,33.45,11.6,0,168.36,45-59,Established,False,True,0
18,Female,Asia Pacific,Paid Search,Basic,Monthly,37,34.15,1263.55,2,11,19.04,26.49,4,2,0,True,Invoice,6.4,7,135,0.142,0.019,0,283,17.38,82.4,8,17.08,18-29,Long-Term,False,False,0
52,Male,Europe,Paid Search,Business,Monthly,10,246.86,2468.6,4,11,59.63,38.33,2,0,0,False,Invoice,9.8,80,17,0.485,0.132,0,189,31.9,16.8,0,61.72,45-59,Developing,False,False,0
60,Female,Asia Pacific,Paid Search,Business,Annual,43,307.29,13213.47,8,53,61.34,98.68,1,1,0,False,PayPal,8.9,49,12,0.478,0.197,0,315,69.23,30.4,0,38.41,60+,Long-Term,False,False,0
26,Male,North America,Partner,Enterprise,Annual,19,1303.86,24773.34,4,22,31.86,33.13,2,1,0,False,Credit Card,5.6,-6,43,0.455,0.082,5,128,29.96,51.6,0,325.96,18-29,Established,False,True,0
40,Female,Asia Pacific,Organic Search,Basic,Monthly,30,54.7,1641.0,1,13,24.92,30.97,1,0,0,False,Credit Card,7.1,67,42,0.587,0.166,0,311,26.44,19.6,0,54.7,30-44,Established,False,False,0
35,Male,North America,Social,Professional,Monthly,18,131.09,2359.62,4,20,34.26,38.68,3,1,0,False,Invoice,6.0,6,6,0.721,0.147,0,166,34.44,58.0,0,32.77,30-44,Developing,False,False,0
49,Female,North America,Partner,Professional,Monthly,19,130.03,2470.57,2,12,37.77,28.77,2,1,0,True,ACH,7.7,56,46,0.407,0.004,0,256,23.95,43.2,8,65.02,45-59,Established,False,False,0
47,Female,Latin America,Social,Business,Annual,46,329.45,15154.7,6,35,14.7,49.37,1,0,0,False,Invoice,10.0,82,5,0.285,0.059,3,296,35.88,8.0,0,54.91,45-59,Long-Term,False,True,0
22,Male,Europe,Organic Search,Enterprise,Annual,13,1181.94,15365.22,7,35,26.35,55.16,6,1,0,False,Invoice,6.6,21,21,0.226,0.018,4,152,38.46,79.6,0,168.85,18-29,Developing,False,True,0
28,Male,Europe,Social,Basic,Monthly,41,29.74,1219.34,3,16,19.31,37.43,4,1,0,False,Invoice,4.1,-24,16,0.154,0.008,1,305,22.9,73.6,0,9.91,18-29,Long-Term,False,False,0
35,Male,North America,Organic Search,Business,Monthly,60,348.56,20913.6,3,22,28.44,46.31,5,2,0,False,Invoice,3.9,-21,14,0.346,0.048,1,358,31.95,100.0,0,116.19,30-44,Long-Term,False,True,0
38,Non-binary,North America,Partner,Business,Monthly,14,283.49,3968.86,5,28,46.03,56.65,4,1,1,False,Credit Card,8.8,64,7,0.598,0.048,1,100,42.97,54.8,18,56.7,30-44,Developing,False,False,0
57,Female,Europe,Organic Search,Basic,Monthly,41,37.6,1541.6,2,18,31.86,17.72,4,3,1,False,Credit Card,6.8,23,8,0.416,0.048,0,317,22.86,98.8,18,18.8,45-59,Long-Term,False,False,1
37,Female,Europe,Organic Search,Business,Annual,15,321.21,4818.15,5,41,16.41,41.39,2,1,1,False,Invoice,7.4,16,14,0.159,0.012,2,45,34.66,44.4,18,64.24,30-44,Developing,True,True,0
30,Female,Europe,Paid Search,Professional,Monthly,36,110.5,3978.0,7,42,54.58,71.89,1,0,2,False,ACH,8.3,69,7,0.526,0.064,0,187,54.46,14.8,36,15.79,30-44,Established,False,False,0
36,Male,North America,Referral,Professional,Annual,26,164.63,4280.38,2,29,6.88,43.35,3,0,0,False,ACH,9.1,46,43,0.304,0.013,0,124,29.95,27.6,0,82.32,30-44,Established,False,False,0
46,Female,North America,Social,Business,Annual,69,410.91,28352.79,4,13,33.36,27.8,4,1,0,True,Credit Card,4.1,-37,11,0.198,0.069,3,90,21.96,73.6,8,102.73,45-59,Long-Term,False,True,0
56,Female,North America,Partner,Professional,Annual,29,112.56,3264.24,1,11,21.06,17.57,6,4,0,False,Invoice,4.3,-23,54,0.678,0.088,1,206,21.07,100.0,0,112.56,45-59,Established,False,False,0
38,Prefer not to say,North America,Partner,Basic,Annual,28,49.91,1397.48,4,24,27.06,32.73,4,3,1,False,Credit Card,4.7,-16,9,0.58,0.121,2,358,31.6,100.0,18,12.48,30-44,Established,False,False,0
49,Female,North America,Social,Professional,Annual,25,129.74,3243.5,3,22,42.17,48.2,3,0,0,False,Credit Card,9.2,64,21,0.289,0.076,1,135,34.39,27.2,0,43.25,45-59,Established,False,False,0
38,Male,Europe,Social,Enterprise,Annual,12,929.85,11158.2,8,27,61.35,73.91,2,0,1,False,Credit Card,7.2,23,132,0.737,0.05,2,281,51.54,27.2,18,116.23,30-44,Developing,False,True,0
52,Prefer not to say,North America,Partner,Professional,Annual,26,167.76,4361.76,5,21,52.02,54.92,4,3,0,False,Invoice,7.0,41,13,0.516,0.029,1,145,39.33,98.0,0,33.55,45-59,Established,False,False,0
41,Female,Europe,Social,Professional,Annual,38,150.72,5727.36,5,14,34.97,52.04,2,2,0,True,Credit Card,7.3,37,59,0.298,0.107,1,240,31.31,62.8,8,30.14,30-44,Long-Term,False,False,0
64,Female,North America,Partner,Basic,Annual,18,46.22,831.96,2,16,1.0,14.23,5,0,1,False,Credit Card,5.3,-12,32,0.354,0.138,1,128,16.35,58.8,18,23.11,60+,Developing,False,False,0
48,Non-binary,Asia Pacific,Paid Search,Basic,Monthly,37,60.85,2251.45,1,13,19.8,9.42,3,2,2,True,Credit Card,6.8,13,53,0.417,0.004,1,6,15.85,72.8,44,60.85,45-59,Long-Term,True,False,0
44,Female,North America,Referral,Professional,Monthly,84,93.46,7850.64,3,21,28.72,29.55,2,0,0,True,ACH,7.3,38,66,0.289,0.047,0,103,25.95,26.8,8,31.15,30-44,Long-Term,False,False,0
39,Male,Europe,Organic Search,Basic,Two-Year,15,64.82,972.3,1,13,26.14,11.3,3,0,0,False,ACH,6.6,21,1,0.316,0.063,0,229,16.99,37.6,0,64.82,30-44,Developing,False,False,0
28,Female,Middle East & Africa,Referral,Professional,Annual,24,103.32,2479.68,2,17,27.14,30.24,3,2,1,False,ACH,4.6,-29,21,0.222,0.098,0,355,23.99,81.6,18,51.66,18-29,Established,False,False,0
62,Male,North America,Social,Professional,Two-Year,27,133.01,3591.27,6,43,41.07,60.36,0,0,0,False,ACH,9.4,45,7,0.434,0.037,1,347,48.12,2.4,0,22.17,60+,Established,False,False,0
30,Female,North America,Outbound Sales,Business,Monthly,16,300.1,4801.6,5,23,34.88,41.35,1,1,0,False,Credit Card,9.8,54,67,0.432,0.063,3,6,32.92,26.8,0,60.02,30-44,Developing,True,False,0
31,Female,North America,Referral,Professional,Annual,9,121.76,1095.84,2,30,26.09,35.07,2,1,0,True,ACH,8.4,48,80,0.484,0.125,0,35,33.86,40.4,8,60.88,30-44,Developing,True,False,0
36,Male,Europe,Organic Search,Enterprise,Monthly,32,934.94,29918.08,5,38,37.19,65.97,2,0,1,True,Credit Card,8.9,66,10,0.591,0.028,5,36,48.48,20.4,26,186.99,30-44,Established,True,True,0
18,Male,North America,Referral,Professional,Two-Year,15,156.06,2340.9,5,24,41.7,46.87,1,0,1,False,Invoice,8.4,61,81,0.484,0.122,0,218,37.21,14.4,18,31.21,18-29,Developing,False,False,0
35,Male,North America,Partner,Basic,Monthly,61,58.46,3566.06,3,21,10.96,19.33,2,0,0,True,Credit Card,9.8,85,23,0.599,0.091,0,11,23.62,16.8,8,19.49,30-44,Long-Term,True,False,0
59,Male,Europe,Paid Search,Basic,Monthly,25,23.88,597.0,3,24,23.64,35.84,1,0,1,True,Invoice,8.2,40,3,0.356,0.038,0,235,28.92,15.2,26,7.96,45-59,Established,False,False,0
32,Female,Asia Pacific,Organic Search,Professional,Monthly,47,144.1,6772.7,2,20,8.39,17.19,4,2,0,True,Credit Card,6.4,17,28,0.353,0.067,1,204,19.43,82.4,8,72.05,30-44,Long-Term,False,False,0
32,Female,Europe,Referral,Basic,Monthly,17,51.6,877.2,1,12,5.16,16.81,4,0,2,False,PayPal,7.8,46,21,0.416,0.106,0,357,16.33,40.8,36,51.6,30-44,Developing,False,False,0
45,Male,Europe,Organic Search,Professional,Two-Year,45,157.51,7087.95,3,28,33.94,45.13,2,0,0,True,Credit Card,9.1,41,21,0.551,0.038,1,289,37.04,19.6,8,52.5,45-59,Long-Term,False,False,0
66,Male,Asia Pacific,Referral,Basic,Monthly,18,47.58,856.44,4,24,32.82,49.94,6,2,0,True,Credit Card,6.1,-14,15,0.76,0.085,0,118,39.11,99.6,8,11.9,60+,Developing,False,False,0
55,Female,North America,Paid Search,Business,Annual,23,511.15,11756.45,4,16,30.55,39.52,6,2,0,False,Credit Card,7.3,54,3,0.33,0.062,0,295,27.6,94.8,0,127.79,45-59,Established,False,True,0
36,Male,Asia Pacific,Partner,Professional,Annual,12,143.85,1726.2,4,21,44.45,38.26,3,2,0,False,Credit Card,6.0,15,7,0.18,0.084,1,106,30.32,76.0,0,35.96,30-44,Developing,False,False,0
36,Male,North America,Referral,Professional,Two-Year,24,170.26,4086.24,4,36,31.28,45.89,3,0,0,False,ACH,8.6,74,8,0.384,0.014,0,144,38.44,29.6,0,42.56,30-44,Established,False,False,0
40,Male,North America,Referral,Professional,Two-Year,24,144.97,3479.28,5,15,30.33,32.47,3,1,1,True,Credit Card,8.6,60,28,0.357,0.045,1,329,25.11,47.6,26,28.99,30-44,Established,False,False,0
18,Non-binary,Latin America,Social,Enterprise,Monthly,32,1104.12,35331.84,3,22,23.94,38.16,0,0,2,False,Credit Card,9.1,86,22,0.787,0.269,1,42,35.41,3.6,36,368.04,18-29,Established,True,True,0
37,Female,North America,Referral,Professional,Monthly,18,149.95,2699.1,3,31,22.68,25.54,5,5,1,True,Credit Card,4.3,-44,11,0.385,0.026,0,289,28.92,100.0,26,49.98,30-44,Developing,False,False,0
58,Female,Europe,Paid Search,Basic,Monthly,65,53.17,3456.05,3,28,33.08,44.4,0,0,0,False,Credit Card,10.0,52,34,0.186,0.036,0,30,33.01,0.0,0,17.72,45-59,Long-Term,True,False,0
20,Female,North America,Organic Search,Enterprise,Annual,18,875.7,15762.6,6,24,40.42,46.87,5,3,0,False,ACH,5.3,-11,31,0.322,0.033,1,324,34.49,100.0,0,145.95,18-29,Developing,False,True,0
58,Male,Europe,Partner,Basic,Monthly,27,29.85,805.95,3,21,3.37,20.91,4,0,0,True,Credit Card,7.5,68,15,0.442,0.035,1,25,20.76,42.0,8,9.95,45-59,Established,True,False,0
68,Non-binary,Asia Pacific,Organic Search,Basic,Monthly,26,45.21,1175.46,4,14,33.23,35.9,2,1,0,False,Credit Card,7.2,23,5,0.334,0.038,0,38,25.86,45.2,0,11.3,60+,Established,True,False,0
63,Male,North America,Social,Enterprise,Monthly,30,691.54,20746.2,5,26,46.54,54.57,4,1,1,False,ACH,5.5,-5,53,0.222,0.087,2,360,38.18,68.0,18,138.31,60+,Established,False,True,0
44,Female,North America,Organic Search,Basic,Annual,16,53.37,853.92,1,15,21.02,35.23,0,0,0,False,Credit Card,7.0,18,24,0.469,0.075,0,75,25.89,12.0,0,53.37,30-44,Developing,False,False,0
45,Female,Europe,Referral,Professional,Monthly,55,110.8,6094.0,5,30,22.82,51.49,3,1,0,True,ACH,9.7,67,9,0.35,0.13,0,128,36.98,43.2,8,22.16,45-59,Long-Term,False,False,0
